"x","x","attend-107.4-1","x","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","x","slide-11.2","to","GPE|ORG"
"x","x","slide-11.2","to","GPE|ORG"
"x","x","exist-47.1","in","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","assessment-34.1","at","GPE|ORG"
"x","x","assessment-34.1","at","GPE|ORG"
"x","x","assessment-34.1","at","GPE|ORG"
"x","x","assessment-34.1","at","GPE|ORG"
"x","x","assessment-34.1","at","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","exist-47.1","in","GPE|ORG"
"x","x","exist-47.1","in","GPE|ORG"
"x","x","mix-22.1-2-1","x","GPE|ORG"
"x","x","attend-107.4-1","x","GPE|ORG"
"x","$auxpass","advise-37.9","at","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","x","get-13.5.1","at","GPE|ORG"
"x","$auxpass","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","get-13.5.1","at","GPE|ORG"
"x","x","assessment-34.1","at","GPE|ORG"
"x","x","assessment-34.1","in|of|from|at","GPE|ORG"
"x","x","assessment-34.1","in|of|from|at","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","$auxpass","future_having-13.3","by","GPE|ORG"
"x","x","establish-55.5-1","x","GPE|ORG"
"x","$auxpass","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","assessment-34.1","in|of|from|at","GPE|ORG"
"x","x","complete-55.2","at|from","GPE|ORG"
"x","x","complete-55.2","at|from","GPE|ORG"
"x","x","mix-22.1-2-1","x","GPE|ORG"
"x","x","escape-51.1-1-1","x","GPE|ORG"
"x","x","escape-51.1-1","to|at|in","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","begin-55.1-1-1","at|in","GPE|ORG"
"x","x","become-109.1","at","GPE|ORG"
"x","x","slide-11.2","to","GPE|ORG"
"x","x","give-13.1","to","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","$auxpass","appoint-29.1","in|by|at|of","GPE|ORG"
"x","x","slide-11.2","to","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","x","assessment-34.1","in|of|from|at","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","x","create-26.4","in|by|on","GPE|ORG"
"x","x","complete-55.2","at|from","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","escape-51.1-1","to|at|in","GPE|ORG"
"x","x","obtain-13.5.2","x","GPE|ORG"
"x","$auxpass","future_having-13.3","by","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","x","conduct-111.1","at","GPE|ORG"
"x","$auxpass","future_having-13.3","by","GPE|ORG"
"x","x","get-13.5.1","at","GPE|ORG"
"x","x","get-13.5.1","from|at","GPE|ORG"
"x","x","get-13.5.1","from|at","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","x","send-11.1","to|at","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","x","mix-22.1-2-1","x","GPE|ORG"
"x","x","create-26.4-1","for|in","GPE|ORG"
"x","x","mix-22.1-2-1","x","GPE|ORG"
"x","x","create-26.4","in|by|on","GPE|ORG"
"x","x","become-109.1","for","GPE|ORG"
"x","x","slide-11.2","to","GPE|ORG"
"x","x","transfer_mesg-37.1.1-1-1","at|in","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"GPE|ORG","x","appoint-29.1","x","x"
"x","x","assessment-34.1","in|of|from|at","GPE|ORG"
"x","x","get-13.5.1","from|at","GPE|ORG"
"x","x","get-13.5.1","from|at","GPE|ORG"
"x","x","get-13.5.1","from|at","GPE|ORG"
"x","x","escape-51.1-1","to|at|in","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","x","become-109.1","of|in|at","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","x","lecture-37.11-1","to|at|in","GPE|ORG"
"x","x","employment-95.3","x","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","x","create-26.4","in|by|on","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","x","mix-22.1-2-1","x","GPE|ORG"
"x","x","mix-22.1-2-1","x","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","x","mix-22.1-2-1","x","GPE|ORG"
"x","x","establish-55.5-1","x","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","x","assessment-34.1","in|of|from|at","GPE|ORG"
"x","x","create-26.4-1","for|in","GPE|ORG"
"x","x","create-26.4-1","for|in","GPE|ORG"
"x","x","become-109.1","of|in|at","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","employment-95.3","x","GPE|ORG"
"x","$auxpass","appoint-29.1","in|by|at|of","GPE|ORG"
"x","x","assessment-34.1","in|of|from|at","GPE|ORG"
"x","x","assessment-34.1","in|of|from|at","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","x","escape-51.1-1","to|at|in","GPE|ORG"
"x","x","characterize-29.2-1-2","from","GPE|ORG"
"x","$auxpass","appoint-29.1","in|by|at|of","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","x","get-13.5.1","x","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","$auxpass","send-11.1","to|at","GPE|ORG"
"x","x","create-26.4-1","for|in","GPE|ORG"
"x","x","become-109.1","of|in|at","GPE|ORG"
"x","$auxpass","appoint-29.1","in|by|at|of","GPE|ORG"
"x","x","transfer_mesg-37.1.1-1-1","at|in","GPE|ORG"
"x","$auxpass","appoint-29.1","in|by|at|of","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","become-109.1","of|in|at","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","mix-22.1-2-1","x","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","mix-22.1-2-1","at","GPE|ORG"
"x","x","escape-51.1-1-1","x","GPE|ORG"
"x","x","become-109.1","of|in|at","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","continue-55.3","in","GPE|ORG"
"x","x","rear-26.2.2","in","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","x","become-109.1","of|in|at","GPE|ORG"
"x","x","assessment-34.1","in|of|from|at","GPE|ORG"
"x","x","begin-55.1-1-1","at|in","GPE|ORG"
"x","x","rear-26.2.2","in","GPE|ORG"
"x","x","exist-47.1","in","GPE|ORG"
"x","x","spend_time-104","at|to|in|of","GPE|ORG"
"x","x","mix-22.1-2-1","at","GPE|ORG"
"x","$auxpass","appoint-29.1","in|by|at|of","GPE|ORG"
"x","x","mix-22.1-2-1","x","GPE|ORG"
"x","x","escape-51.1-1","to|at|in","GPE|ORG"
"x","x","begin-55.1-1-1","x","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","lecture-37.11-1","to|at|in","GPE|ORG"
"x","x","slide-11.2","to","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","$auxpass","appoint-29.1","in|by|at|of","GPE|ORG"
"x","x","mix-22.1-2-1","x","GPE|ORG"
"x","x","mix-22.1-2-1","x","GPE|ORG"
"x","x","create-26.4","in|by|on","GPE|ORG"
"x","x","escape-51.1-1","to|at|in","GPE|ORG"
"x","$auxpass","appoint-29.1","in|by|at|of","GPE|ORG"
"x","x","mix-22.1-2-1","x","GPE|ORG"
"x","x","mix-22.1-2-1","x","GPE|ORG"
"x","x","slide-11.2","to","GPE|ORG"
"x","x","mix-22.1-2-1","at","GPE|ORG"
"GPE|ORG","x","future_having-13.3","x","x"
"x","x","slide-11.2","to","GPE|ORG"
"x","x","rear-26.2.2","in","GPE|ORG"
"x","x","attend-107.4-1","x","GPE|ORG"
"x","$auxpass","appoint-29.1","in|by|at|of","GPE|ORG"
"x","$auxpass","appoint-29.1","in|by|at|of","GPE|ORG"
"x","$auxpass","appoint-29.1","in|by|at|of","GPE|ORG"
"x","x","supervision-95.2.2-1","at|in","GPE|ORG"
"x","x","exist-47.1","in","GPE|ORG"
"x","x","supervision-95.2.2-1","at|in","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","x","supervision-95.2.2-1","x","GPE|ORG"
"x","$auxpass","appoint-29.1","in|by|at|of","GPE|ORG"
"x","$auxpass","appoint-29.1","in|by|at|of","GPE|ORG"
"x","$auxpass","appoint-29.1","in|by|at|of","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","x","become-109.1","of|in|at","GPE|ORG"
"x","x","assessment-34.1","in|of|from|at","GPE|ORG"
"x","x","complete-55.2","at|from","GPE|ORG"
"x","x","escape-51.1-1","to|at|in","GPE|ORG"
"x","x","complete-55.2","at|from","GPE|ORG"
"x","x","complete-55.2","at|from","GPE|ORG"
"x","x","complete-55.2","at|from","GPE|ORG"
"x","x","complete-55.2","at|from","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","x","complete-55.2","at|from","GPE|ORG"
"x","x","become-109.1","of|in|at","GPE|ORG"
"x","x","become-109.1","of|in|at","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","x","create-26.4-1","for|in","GPE|ORG"
"x","x","transfer_mesg-37.1.1-1-1","at|in","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","x","get-13.5.1","from|at","GPE|ORG"
"x","x","create-26.4-1","for|in","GPE|ORG"
"x","x","create-26.4-1","for|in","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","x","exist-47.1","in","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","lecture-37.11-1","in","GPE|ORG"
"x","x","escape-51.1-1-1","to","GPE|ORG"
"x","x","exist-47.1","in","GPE|ORG"
"x","x","create-26.4-1","for|in","GPE|ORG"
"x","x","run-51.3.2-1","to","GPE|ORG"
"x","x","establish-55.5-1","in","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","assessment-34.1","in|of|from|at","GPE|ORG"
"x","x","escape-51.1-1-1","x","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","assessment-34.1","in|of|from|at","GPE|ORG"
"x","x","stop-55.4-1-1","in","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","obtain-13.5.2","from|for|at|by|in|as","GPE|ORG"
"x","x","escape-51.1-1","to|at|in","GPE|ORG"
"x","x","assessment-34.1","in|of|from|at","GPE|ORG"
"x","x","escape-51.1-1","to|at|in","GPE|ORG"
"x","x","exist-47.1","in","GPE|ORG"
"x","x","conduct-111.1","at","GPE|ORG"
"x","x","become-109.1","of|in|at","GPE|ORG"
"GPE|ORG","x","create-26.4","in|by|on","x"
"x","x","escape-51.1-1-1","x","GPE|ORG"
"x","$auxpass","admit-64.3-1","in","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","x","exist-47.1","in","GPE|ORG"
"x","x","obtain-13.5.2","x","GPE|ORG"
"x","x","transfer_mesg-37.1.1-1-1","at|in","GPE|ORG"
"x","x","exist-47.1","in","GPE|ORG"
"x","x","slide-11.2","to","GPE|ORG"
"x","x","escape-51.1-1","to|at|in","GPE|ORG"
"x","x","exist-47.1","in","GPE|ORG"
"x","x","attend-107.4-1","x","GPE|ORG"
"x","x","slide-11.2","to","GPE|ORG"
"x","x","lecture-37.11-1","to|at|in","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","x","create-26.4","in|by|on","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","x","obtain-13.5.2","x","GPE|ORG"
"x","x","obtain-13.5.2","x","GPE|ORG"
"x","x","slide-11.2","to","GPE|ORG"
"x","x","exist-47.1","in","GPE|ORG"
"x","$auxpass","interrogate-37.1.3","at","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","x","attend-107.4-1","x","GPE|ORG"
"x","x","exist-47.1","in","GPE|ORG"
"x","x","exist-47.1","x","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","x","create-26.4-1","for|in","GPE|ORG"
"x","$auxpass","create-26.4","in|by|on","GPE|ORG"
"x","x","get-13.5.1","x","GPE|ORG"
"x","x","become-109.1","of|in|at","GPE|ORG"
"x","x","employment-95.3","with|in|for","GPE|ORG"
"x","x","escape-51.1-1-1","to","GPE|ORG"
"x","x","create-26.4","in|by|on","GPE|ORG"
