REP-EVENT,MatchedInfo,SentenceId,Text
,Exact Match,53.0,"On June 13, 2011 he wrote in the Wall Street Journal about the unrest in Syria that ""The mask of the Assad regime finally falls..."" On June 22, 2014, Ajami died from prostate cancer at a summer home in Maine, aged 68.  (Fouad Ajami)"
,Exact Match,53.0,"On June 13, 2011 he wrote in the Wall Street Journal about the unrest in Syria that ""The mask of the Assad regime finally falls..."" On June 22, 2014, Ajami died from prostate cancer at a summer home in Maine, aged 68.  (Fouad Ajami)"
,Exact Match,7.0,In 1955 he participated in Goa freedom movement.  (Rabi Singh)
,Exact Match,53.0,"Menken continued to perform small parts in New York, as well as reading Shakespeare in performance, and giving lectures.  (Adah Isaacs Menken)"
,Exact Match,53.0,"Menken continued to perform small parts in New York, as well as reading Shakespeare in performance, and giving lectures.  (Adah Isaacs Menken)"
,Exact Match,14.0,"During his term as governor, he attracted publicity by allegedly fighting high salaries for public servants, whom he labeled marajás (maharajas) (likening them to the former princes of India who received a stipend from the government as compensation for relinquishing their lands).  (Fernando Collor de Mello)"
,Exact Match,14.0,"During his term as governor, he attracted publicity by allegedly fighting high salaries for public servants, whom he labeled marajás (maharajas) (likening them to the former princes of India who received a stipend from the government as compensation for relinquishing their lands).  (Fernando Collor de Mello)"
,Exact Match,72.0,"He was publicly bestowed with the honorary title of Asom Ratna -- 'Jewel of Assam' by the leading intellectuals in Assam on the occasion of his 78th birthday celebrations publicly on 19 August 2007, in a programme held in Guwahati city under the presidency of Nobel laureate Rabindranath Tagore Professor of Gauhati University Dr Satyendra Narayan Goswami.  (Bhabananda Deka)"
,Exact Match,132.0,"At the beginning of 2004, he was among the first reporters to visit Darfur and describe ""the most vicious ethnic cleansing you've never heard of.""  (Nicholas Kristof)"
,Exact Match,11.0,"Also, Cajías was elected as president of the Association of Journalists of La Paz in 2014.  (Lupe Cajías)"
,Exact Match,8.0,"Paredes was the first president of the University Women's Union (Unión Femenina Universitaria; UFU), founded on 14 September 1938, the same year in which she was elected president of the La Paz Student Center of Dentistry.  (Elsa Paredes de Salazar)"
,Exact Match,8.0,"Paredes was the first president of the University Women's Union (Unión Femenina Universitaria; UFU), founded on 14 September 1938, the same year in which she was elected president of the La Paz Student Center of Dentistry.  (Elsa Paredes de Salazar)"
,Exact Match,231.0,"Pashinyan was elected member of the National Assembly from the ANC, which barely passed the 7% threshold for electoral alliances and received 7 seats.  (Nikol Pashinyan)"
,Exact Match,231.0,"Pashinyan was elected member of the National Assembly from the ANC, which barely passed the 7% threshold for electoral alliances and received 7 seats.  (Nikol Pashinyan)"
,Exact Match,5.0,"Her third novel, Missing in Machu Picchu (2013), was awarded first place in adventure fiction by the International Latino Book Awards, but was given an unfavorable review by Publishers Weekly.  (Cecilia Velástegui)"
,Exact Match,5.0,"Her third novel, Missing in Machu Picchu (2013), was awarded first place in adventure fiction by the International Latino Book Awards, but was given an unfavorable review by Publishers Weekly.  (Cecilia Velástegui)"
,Exact Match,20.0,"The film went on to receive rave reviews; screened at Abhijaan Film Festival in 2015, Bengali Film Festival held in Dubai between 5–7 February 2015 and also at the Kerala Film Festival held in Trivandrum in late 2014.  (Manoj Michigan)"
,Exact Match,4.0,Upon graduation he attended l'Academie Militaire where he remained for only three months.  (Maurice Sixto)
,Exact Match,4.0,Upon graduation he attended l'Academie Militaire where he remained for only three months.  (Maurice Sixto)
,Exact Match,1.0,"He belonged to the family of the Sufi saint Sultan Syed Makhdoom Ashraf Jahangir Semnani Wahab Ashrafi spent his early life in Kako village in Jehanabad district, Bihar.  (Wahab Ashrafi)"
,Exact Match,13.0,"In 1976, he was awarded the Birbal Sahni gold medal by the Government of India for his work in botany.   (B. G. L. Swamy)"
,Exact Match,13.0,"In 1976, he was awarded the Birbal Sahni gold medal by the Government of India for his work in botany.   (B. G. L. Swamy)"
,Exact Match,35.0,""" Flora Nwapa died of pneumonia on 16 October 1993 at a hospital in Enugu, Nigeria, at the age of 62.  (Flora Nwapa)"
,Exact Match,18.0,"He went on, in the early 1970s, to become a lecturer of mathematics at the University of Lagos.  (William Kumuyi)"
,Exact Match,11.0,"Amnesty International also issued an ""Urgent Action"" over concerns for his declining health, stating, ""He is said to suffer from heavy bleeding caused by acute haemorrhoids, reportedly exacerbated by poor prison diet.  (Bertrand Teyou)"
,Exact Match,1.0,"He received the Kerala Sahitya Academi award in the `poetry' section for his collection, Nellickal Muraleedharante Kavithakal in 2004.  (Nellikkal Muraleedharan)"
,Exact Match,8.0,"As an avid hunter, fisherman and scuba diver, Fontova began his publishing career writing for the outdoor themed magazines Louisiana Sportsman, Sierra, Scuba Times and Bowhunter.  (Humberto Fontova)"
,Exact Match,8.0,"As an avid hunter, fisherman and scuba diver, Fontova began his publishing career writing for the outdoor themed magazines Louisiana Sportsman, Sierra, Scuba Times and Bowhunter.  (Humberto Fontova)"
,Exact Match,9.0,She continues to be a regular contributor to Lakota Country Times and has written for Native Sun News and Indian Country Today.  (Delphine Red Shirt)
,Exact Match,9.0,She continues to be a regular contributor to Lakota Country Times and has written for Native Sun News and Indian Country Today.  (Delphine Red Shirt)
,Exact Match,6.0,"As of 2013, she lives and teaches in Riverside, California.In 2020, Hopkinson was named the 37th Damon Knight Grand Master.  (Nalo Hopkinson)"
,Exact Match,6.0,"As of 2013, she lives and teaches in Riverside, California.In 2020, Hopkinson was named the 37th Damon Knight Grand Master.  (Nalo Hopkinson)"
,Exact Match,18.0,"After the results of the 2010 election, which by the popular vote elected Dilma Rousseff as Brazil's first female president, Indio da Costa parted from his former political party ""DEM"" to become one of the founders of the PSD ""Social Democrats Party"" along with the then Mayor of São Paulo, Gilberto Kassab.  (Antônio Pedro de Siqueira Indio da Costa)"
,Exact Match,18.0,"After the results of the 2010 election, which by the popular vote elected Dilma Rousseff as Brazil's first female president, Indio da Costa parted from his former political party ""DEM"" to become one of the founders of the PSD ""Social Democrats Party"" along with the then Mayor of São Paulo, Gilberto Kassab.  (Antônio Pedro de Siqueira Indio da Costa)"
,Exact Match,12.0,Nuriddin converted to Islam while in jail and in 2003 went on a pilgrimage to Mecca.  (Jalal Mansur Nuriddin)
,Exact Match,12.0,Nuriddin converted to Islam while in jail and in 2003 went on a pilgrimage to Mecca.  (Jalal Mansur Nuriddin)
,Exact Match,7.0,"On July 22, 1891, Cotter married Maria F. Cox, a fellow teacher, with whom he had four children: Leonidas, Florence, Olivia, and Joseph Seamon Cotter Jr (a distinguished poet-playwright in his own merit).  (Joseph Seamon Cotter, Sr.)"
,Exact Match,7.0,"On July 22, 1891, Cotter married Maria F. Cox, a fellow teacher, with whom he had four children: Leonidas, Florence, Olivia, and Joseph Seamon Cotter Jr (a distinguished poet-playwright in his own merit).  (Joseph Seamon Cotter, Sr.)"
,Exact Match,5.0,"He worked under mayor Kasim Reed starting January 2, 2008 for Atlanta Fire Department, prior to being appointed US Fire Administrator in July 2009 by President Barack Obama where he worked extensively with the Federal Emergency Management Agency and the United States Department of Homeland Security to prevent fires and improve fire response.  (Kelvin J. Cochran)"
,Exact Match,5.0,"He worked under mayor Kasim Reed starting January 2, 2008 for Atlanta Fire Department, prior to being appointed US Fire Administrator in July 2009 by President Barack Obama where he worked extensively with the Federal Emergency Management Agency and the United States Department of Homeland Security to prevent fires and improve fire response.  (Kelvin J. Cochran)"
,Exact Match,5.0,"He worked under mayor Kasim Reed starting January 2, 2008 for Atlanta Fire Department, prior to being appointed US Fire Administrator in July 2009 by President Barack Obama where he worked extensively with the Federal Emergency Management Agency and the United States Department of Homeland Security to prevent fires and improve fire response.  (Kelvin J. Cochran)"
,Exact Match,110.0,"The final judgment of the European Court of Justice to remove Sison from the EU terrorist blacklist on September 30, 2009, became final and binding on December 10, 2009, inasmuch as the EU did not make appeal.  (Jose Maria Sison)"
,Exact Match,8.0,"Juan Carlos Tabío began working in 1961 at the ICAIC (Cuban Institute of Art and Cinematographic Industry) as a production assistant, then as assistant director.  (Juan Carlos Tabío)"
,Exact Match,8.0,"In 2001, he received a second degree in higher education from Baku State University Law School.  (Sayyad Aran)"
,Exact Match,27.0,"The Committee to Protect Journalists, which had awarded Gorriti its International Press Freedom Award for his work with the paper, called the election, and the resignations and demotions of investigative staff that followed, a ""boardroom coup"" that left ""the once feisty paper a shadow of its former self"".  (Gustavo Gorriti Ellenbogen)"
,Exact Match,14.0,U Lwin continued with his career in the army after independence and was sent on training courses to England and West Germany.  (U Lwin)
,Exact Match,14.0,U Lwin continued with his career in the army after independence and was sent on training courses to England and West Germany.  (U Lwin)
,Exact Match,51.0,"The same day the suit was filed, CBS released a statement saying that Rowell left the cast of her own initiative, the suit was without merit, and they would vigorously defend the case.  (Victoria Rowell)"
said,Exact Match,49.0,"Hughes later said that, prior to arriving in Mexico, ""I had been thinking about my father and his strange dislike of his own people.  (Langston Hughes)"
,Exact Match,8.0,He initially worked for Newsline and wrote for The Washington Post and India Today.   (Mohammed Hanif)
,Exact Match,8.0,He initially worked for Newsline and wrote for The Washington Post and India Today.   (Mohammed Hanif)
,Exact Match,5.0,"In her decade as a daily newspaper reporter, she covered politics, immigration and demographics in Texas, Pennsylvania and New Jersey and spent three months in the spring of 2005, during the Iraq war, as a foreign correspondent in Knight Ridder's Baghdad bureau.  (Gaiutra Bahadur)"
,Exact Match,5.0,"In her decade as a daily newspaper reporter, she covered politics, immigration and demographics in Texas, Pennsylvania and New Jersey and spent three months in the spring of 2005, during the Iraq war, as a foreign correspondent in Knight Ridder's Baghdad bureau.  (Gaiutra Bahadur)"
,Exact Match,5.0,"In her decade as a daily newspaper reporter, she covered politics, immigration and demographics in Texas, Pennsylvania and New Jersey and spent three months in the spring of 2005, during the Iraq war, as a foreign correspondent in Knight Ridder's Baghdad bureau.  (Gaiutra Bahadur)"
,Exact Match,48.0,"Her autobiography, When I Fell from the Sky (German: Als ich vom Himmel fiel), was released on 10 March 2011 by Piper Verlag, for which she received the Corine Literature Prize in 2011.  (Juliane Koepcke)"
,Exact Match,48.0,"Her autobiography, When I Fell from the Sky (German: Als ich vom Himmel fiel), was released on 10 March 2011 by Piper Verlag, for which she received the Corine Literature Prize in 2011.  (Juliane Koepcke)"
,Exact Match,256.0,"During the post-match celebration following Brazil's 4–1 win over Argentina in the 2005 Confederations Cup final, he and several of his teammates wore T-shirts that read ""Jesus Loves You"" in various languages.  (Kaká)"
,Exact Match,3.0,"His great-great-uncle, the journalist Najib Nassar, founded  the Haifa-based newspaper Al-Karmil in the last years of the Ottoman Empire, before World War I. His father, Aziz, also a lawyer, was one of the first Palestinians to publicly support a two-state solution to the Arab-Israeli conflict.  (Raja Shehadeh)"
,Exact Match,67.0,"Ravi Zacharias later established The Oxford Centre for Christian Apologetics (OCCA), an unaccredited, unrecognised research institute in Oxfordshire, England offering theological degrees.  (Ravi Zacharias)"
,Exact Match,18.0,"On his arrival, Amaruk started his professional career as Journalist thanks to his notable talent for writing and the desire to go after the news of global interest, for the group of Latin Americans residing in Spain.  (Amaruk Caizapanta)"
,Exact Match,0.0,Mohammed Hanif (born November 1964) is a British Pakistani writer and journalist who writes a monthly opinion piece in The New York Times.  (Mohammed Hanif)
,Exact Match,0.0,Mohammed Hanif (born November 1964) is a British Pakistani writer and journalist who writes a monthly opinion piece in The New York Times.  (Mohammed Hanif)
,Exact Match,0.0,Mohammed Hanif (born November 1964) is a British Pakistani writer and journalist who writes a monthly opinion piece in The New York Times.  (Mohammed Hanif)
,Exact Match,11.0,"On the 23rd of June 2001, Okenyodo, working with colleagues—Sumaila Umaisha, Aba Ejembi, Jerome Ajayi—founded the Kaduna Writers' League.  (Diego Odoh Okenyodo)"
,Exact Match,11.0,"On the 23rd of June 2001, Okenyodo, working with colleagues—Sumaila Umaisha, Aba Ejembi, Jerome Ajayi—founded the Kaduna Writers' League.  (Diego Odoh Okenyodo)"
,Exact Match,19.0,"Jotwani died on 28 January 2008 in Pune, succumbing to a cardiac arrest, leaving behind his wife, Raj Motwani and two sons.  (Motilal Jotwani)"
,Exact Match,19.0,"Jotwani died on 28 January 2008 in Pune, succumbing to a cardiac arrest, leaving behind his wife, Raj Motwani and two sons.  (Motilal Jotwani)"
,Exact Match,19.0,"Jotwani died on 28 January 2008 in Pune, succumbing to a cardiac arrest, leaving behind his wife, Raj Motwani and two sons.  (Motilal Jotwani)"
,Exact Match,2.0,He won the 1991 International Nonino Prize in Italy.  (Álvaro Mutis)
,Exact Match,4.0,"Dovey attended high school in Australia at North Sydney Girls High School, before going to the United States in 1999 to study at Harvard University as an undergraduate where she completed a joint degree in Anthropology and Visual & Environmental Studies in 2003.  (Ceridwen Dovey)"
,Exact Match,4.0,"Dovey attended high school in Australia at North Sydney Girls High School, before going to the United States in 1999 to study at Harvard University as an undergraduate where she completed a joint degree in Anthropology and Visual & Environmental Studies in 2003.  (Ceridwen Dovey)"
,Exact Match,4.0,"Dovey attended high school in Australia at North Sydney Girls High School, before going to the United States in 1999 to study at Harvard University as an undergraduate where she completed a joint degree in Anthropology and Visual & Environmental Studies in 2003.  (Ceridwen Dovey)"
,Exact Match,47.0,"Though García Márquez never finished his higher studies, some universities, including Columbia University, New York, have given him an honorary doctorate in writing.  (Gabriel García Márquez)"
,Exact Match,47.0,"Though García Márquez never finished his higher studies, some universities, including Columbia University, New York, have given him an honorary doctorate in writing.  (Gabriel García Márquez)"
,Exact Match,73.0,"Next he was called to Portland, Maine, where he served for three years.  (James W.C. Pennington)"
,Exact Match,73.0,"Next he was called to Portland, Maine, where he served for three years.  (James W.C. Pennington)"
,Exact Match,14.0,He joined Rotary International in 1972 and rendered his service to the society as Rotarian in various capacity.  (Basti Vaman Shenoy)
,Exact Match,14.0,He joined Rotary International in 1972 and rendered his service to the society as Rotarian in various capacity.  (Basti Vaman Shenoy)
,Exact Match,0.0,"Olúmìdé Pópóọlá is a London-based Nigerian-German writer, speaker and performer.  (Olumide Popoola)"
,Exact Match,82.0,"In Italy, it won the Premio Gregor von Rezzori-Città di Firenze; with the English translation, Vásquez became the first Latin American and the second Spanish-language author to win the International IMPAC Dublin Literary Award, previously awarded to authors such as Orhan Pamuk, Herta Müller and Javier Marías; the French translation was instrumental to Vásquez being awarded the Prix Roger Caillois; in the United States, the novel appeared on the cover of The New York Times Book Review, where Edmund White called it “A brilliant new novel...gripping...absorbing right to the end”.  (Juan Gabriel Vásquez)"
,Exact Match,82.0,"In Italy, it won the Premio Gregor von Rezzori-Città di Firenze; with the English translation, Vásquez became the first Latin American and the second Spanish-language author to win the International IMPAC Dublin Literary Award, previously awarded to authors such as Orhan Pamuk, Herta Müller and Javier Marías; the French translation was instrumental to Vásquez being awarded the Prix Roger Caillois; in the United States, the novel appeared on the cover of The New York Times Book Review, where Edmund White called it “A brilliant new novel...gripping...absorbing right to the end”.  (Juan Gabriel Vásquez)"
,Exact Match,82.0,"In Italy, it won the Premio Gregor von Rezzori-Città di Firenze; with the English translation, Vásquez became the first Latin American and the second Spanish-language author to win the International IMPAC Dublin Literary Award, previously awarded to authors such as Orhan Pamuk, Herta Müller and Javier Marías; the French translation was instrumental to Vásquez being awarded the Prix Roger Caillois; in the United States, the novel appeared on the cover of The New York Times Book Review, where Edmund White called it “A brilliant new novel...gripping...absorbing right to the end”.  (Juan Gabriel Vásquez)"
,Exact Match,32.0,"The poem was published on October 1, 1921 in the Kansas City Sun.  (J. Dallas Bowser)"
,Exact Match,13.0,"Berry spent seven years working at the University of Maryland, eventually becoming interim provost of the Division of Behavioral and Social Sciences.  (Mary Frances Berry)"
,Exact Match,13.0,"Berry spent seven years working at the University of Maryland, eventually becoming interim provost of the Division of Behavioral and Social Sciences.  (Mary Frances Berry)"
,Exact Match,7.0,She is a two time New York Times best selling author.  (La Toya Jackson)
,Exact Match,6.0,"She completed a Doctorate of Philosophy in Socio-linguistics from Anna University, Chennai.  (Meena Kandasamy)"
,Exact Match,306.0,"Washington took the lead in promoting educational uplift for the African Diaspora, often with funding from the Phelps Stokes Fund or in collaboration with foreign sources, such as the German government.  (Booker T. Washington)"
,Exact Match,1.0,He was the president of Asam Sahitya Sabha in 1977 held at Abhayapuri.  (Syed Abdul Malik)
,Exact Match,13.0,"Tati Loutard ran again in the 2007 parliamentary election, and this time he was elected to the National Assembly as the MAR candidate in Tchiamba-Nzassi, winning the seat in the first round with 52.54% of the vote.  (Jean-Baptiste Tati-Loutard)"
,Exact Match,13.0,"Tati Loutard ran again in the 2007 parliamentary election, and this time he was elected to the National Assembly as the MAR candidate in Tchiamba-Nzassi, winning the seat in the first round with 52.54% of the vote.  (Jean-Baptiste Tati-Loutard)"
,Exact Match,9.0,"He was a columnist for Hyderabad-based daily newspaper Postnoon and wrote a column called ""The Human Angle"".  (Babu Gogineni)"
,Exact Match,9.0,"He was a columnist for Hyderabad-based daily newspaper Postnoon and wrote a column called ""The Human Angle"".  (Babu Gogineni)"
,Exact Match,10.0,Vimala Devi moved to Lisbon in 1957 to rejoin part of her family already established in the city and began work as a translator.   (Vimala Devi)
,Exact Match,10.0,Vimala Devi moved to Lisbon in 1957 to rejoin part of her family already established in the city and began work as a translator.   (Vimala Devi)
,Exact Match,10.0,Vimala Devi moved to Lisbon in 1957 to rejoin part of her family already established in the city and began work as a translator.   (Vimala Devi)
,Exact Match,22.0,"In November, he participated in Colors TV's Bigg Boss 14, this time as a challenger.  (Vikas Gupta)"
,Exact Match,12.0,"In 1994, during his studies at Case Western Reserve University, he founded Wordsmith.org.  (Anu Garg)"
,Exact Match,12.0,"In 1994, during his studies at Case Western Reserve University, he founded Wordsmith.org.  (Anu Garg)"
,Exact Match,18.0,He has been awarded the best Media Educationist for the year 2015 by (SALF) and Recently Zabir Saeed Badar has been given the Lifetime Achievement Award by Pakistan Writers Guild and Qalam Foundation International He organized the first Perween Shakir literary award in Pakistan in 1995.  (Zabir Saeed)
,Exact Match,18.0,He has been awarded the best Media Educationist for the year 2015 by (SALF) and Recently Zabir Saeed Badar has been given the Lifetime Achievement Award by Pakistan Writers Guild and Qalam Foundation International He organized the first Perween Shakir literary award in Pakistan in 1995.  (Zabir Saeed)
,Exact Match,18.0,He has been awarded the best Media Educationist for the year 2015 by (SALF) and Recently Zabir Saeed Badar has been given the Lifetime Achievement Award by Pakistan Writers Guild and Qalam Foundation International He organized the first Perween Shakir literary award in Pakistan in 1995.  (Zabir Saeed)
,Exact Match,141.0,"Without substantive procedural prerequisites, neither the Supreme Court, nor the Union of India was able to take any meaningful steps. (P. V. Narasimha Rao)"
,Exact Match,121.0,The visit led to expansion in trade and economic ties between India and the United States.  (Atal Bihari Vajpayee)
,Exact Match,25.0,"Published posthumously in November 2017 by Ishmael Reed Publishing Company, it was designated ""REDISCOVERED NOVEL OF THE YEAR"" by Jeff Biggers in the Huffington Post.  (William Demby)"
explains,Exact Match,69.0,"She explains: ""This is the first time I will be an active reveler at carnival in Haiti.  (Edwidge Danticat)"
,Exact Match,4.0,"He daily attended the first 10 day Cross Maidan Pandal Festival in 1971 organized by A.C. Bhaktivedanta Swami Prabhupada, the founder of the International Society for Krishna Consciousness (ISKCON) and his Western disciples.  (Lokanatha Swami)"
,Exact Match,29.0,"The song brought Sethi to international recognition as a singer, and was named the ""highlight of the album"" by Times of India.  (Ali Sethi)"
,Exact Match,29.0,"The song brought Sethi to international recognition as a singer, and was named the ""highlight of the album"" by Times of India.  (Ali Sethi)"
,Exact Match,36.0,"Her acting in the film was noted in the San Francisco Chronicle, which wrote that she was ""the one to watch"".  (Jada Pinkett Smith)"
,Exact Match,2.0,"He studied at St. Andrew's College, Grahamstown, and later at the University of Cape Town, Cambridge University, England (where he received a Bachelor of Arts and a Masters of Arts, both in English), and the University of Iowa, US (where he studied a Masters of Fine Arts in creative writing).  (Stephen Gray)"
,Exact Match,2.0,"He studied at St. Andrew's College, Grahamstown, and later at the University of Cape Town, Cambridge University, England (where he received a Bachelor of Arts and a Masters of Arts, both in English), and the University of Iowa, US (where he studied a Masters of Fine Arts in creative writing).  (Stephen Gray)"
,Exact Match,2.0,"He studied at St. Andrew's College, Grahamstown, and later at the University of Cape Town, Cambridge University, England (where he received a Bachelor of Arts and a Masters of Arts, both in English), and the University of Iowa, US (where he studied a Masters of Fine Arts in creative writing).  (Stephen Gray)"
,Exact Match,2.0,"He studied at St. Andrew's College, Grahamstown, and later at the University of Cape Town, Cambridge University, England (where he received a Bachelor of Arts and a Masters of Arts, both in English), and the University of Iowa, US (where he studied a Masters of Fine Arts in creative writing).  (Stephen Gray)"
,Exact Match,54.0,"W.J. van der Merwe, Cecily Norden and Aubrey Richardson (as Tabulator) pioneered the Three-Judge System for Saddle Horses at Middelburg Cape Regional Saddle Horse Championships, which led to the Hi-Low System now in use.  (Cecily Norden)"
,Exact Match,5.0,Shaik is included in A Booklover’s Guide to New Orleans and the Encyclopedia of African American Writers among others.  (Fatima Shaik)
,Exact Match,15.0,"Ramachandran, whose father wanted him to become a physician rather than a researcher, obtained an M.B.B.S. from Stanley Medical College in Chennai, India.  (Vilayanur S. Ramachandran)"
,Exact Match,8.0,"In 1949 and 1950, he traveled through Italy, Spain and Switzerland.  (Ernesto Cardenal)"
,Exact Match,68.0,"The Delhi court said, ""a woman has right to voice her grievance even after several years""  on the judgement.  (M. J. Akbar)"
,Exact Match,51.0,"Monks are given a one-month period during which they should close or deactivate any social media pages or accounts, and voluntarily relinquish such behaviour and activity as unworthy of monastic life, lest the Church takes necessary action against them.  (Anba Epiphanius)"
,Exact Match,264.0,"In June, after visiting one of the detention facilities near the border in San Diego, Harris became the first senator to demand Nielsen's resignation.  (Michael D. Harris)"
,Exact Match,264.0,"In June, after visiting one of the detention facilities near the border in San Diego, Harris became the first senator to demand Nielsen's resignation.  (Michael D. Harris)"
,Exact Match,16.0,"Between 1982-84 he was a regular contributor to many newspapers in Latin America, through the Agencia Latinoamerica, based in Miami, Florida, US He was an economist in the department of developing countries for the American company Data Resources Inc., McGraw Hill, London and Boston (1985), specializing in the construction of macro-econometric models, among others Algeria    and South Africa  Between 1986 and 1987 he was a researcher at the Institute of World Economics, Institut für Weltwirtschaft, in Kiel, Germany.  (Juan Carlos Herken Krauer)"
,Exact Match,16.0,"Between 1982-84 he was a regular contributor to many newspapers in Latin America, through the Agencia Latinoamerica, based in Miami, Florida, US He was an economist in the department of developing countries for the American company Data Resources Inc., McGraw Hill, London and Boston (1985), specializing in the construction of macro-econometric models, among others Algeria    and South Africa  Between 1986 and 1987 he was a researcher at the Institute of World Economics, Institut für Weltwirtschaft, in Kiel, Germany.  (Juan Carlos Herken Krauer)"
,Exact Match,16.0,"Between 1982-84 he was a regular contributor to many newspapers in Latin America, through the Agencia Latinoamerica, based in Miami, Florida, US He was an economist in the department of developing countries for the American company Data Resources Inc., McGraw Hill, London and Boston (1985), specializing in the construction of macro-econometric models, among others Algeria    and South Africa  Between 1986 and 1987 he was a researcher at the Institute of World Economics, Institut für Weltwirtschaft, in Kiel, Germany.  (Juan Carlos Herken Krauer)"
,Exact Match,16.0,"Between 1982-84 he was a regular contributor to many newspapers in Latin America, through the Agencia Latinoamerica, based in Miami, Florida, US He was an economist in the department of developing countries for the American company Data Resources Inc., McGraw Hill, London and Boston (1985), specializing in the construction of macro-econometric models, among others Algeria    and South Africa  Between 1986 and 1987 he was a researcher at the Institute of World Economics, Institut für Weltwirtschaft, in Kiel, Germany.  (Juan Carlos Herken Krauer)"
,Exact Match,10.0,"Daivathinte Makal (Daughter of God), her first collection of poetry, has been included in the syllabus of a course at the Department of Malayalam at Madras University.  (Vijayarajamallika)"
,Exact Match,17.0,"Sami Said lives in Hägersten, Stockholm, with his wife, the literary critic Martina Lowden .  (Sami Said)"
,Exact Match,9.0,"After her PhD, Chutia continued her research at Dibrugarh University for another year as a CSIR-postdoctoral fellow.  (Joyanti Chutia)"
,Exact Match,11.0,"In 2013, in her role as an ambassador of MCHIP (Maternal and Child Health Integrated Program), she visited the communities of Amjiriganj and Nabiganj Upazilas, collecting background for the 50 success stories she is writing for the MaMoni Save the Children project.  (Shahnaz Munni)"
,Exact Match,11.0,"In 2013, in her role as an ambassador of MCHIP (Maternal and Child Health Integrated Program), she visited the communities of Amjiriganj and Nabiganj Upazilas, collecting background for the 50 success stories she is writing for the MaMoni Save the Children project.  (Shahnaz Munni)"
